,Style_Color,ds,y
28475,DTA6N8502GRY,2018-03-19,12
28476,DTA6N8502GRY,2018-05-28,12
28477,DTA6N8502GRY,2018-06-18,12
28478,DTA6N8502IV,2017-07-03,60
28479,DTA6N8502IV,2017-07-10,36
28480,DTA6N8502IV,2017-07-17,108
28481,DTA6N8502IV,2017-07-24,12
28482,DTA6N8502IV,2017-07-31,36
28483,DTA6N8502IV,2017-08-07,24
28484,DTA6N8502IV,2017-08-14,48
28485,DTA6N8502IV,2017-08-21,24
28486,DTA6N8502IV,2017-09-04,48
28487,DTA6N8502IV,2017-09-11,48
28488,DTA6N8502IV,2017-09-18,12
28489,DTA6N8502IV,2017-09-25,36
28490,DTA6N8502IV,2017-10-02,12
28491,DTA6N8502IV,2017-10-09,11
28492,DTA6N8502IV,2017-11-06,12
28493,DTA6N8502IV,2017-11-13,36
28494,DTA6N8502IV,2017-11-20,36
28495,DTA6N8502IV,2017-11-27,12
28496,DTA6N8502IV,2017-12-04,24
28497,DTA6N8502IV,2017-12-11,12
28498,DTA6N8502IV,2017-12-18,24
28499,DTA6N8502IV,2017-12-25,12
28500,DTA6N8502IV,2018-01-01,36
28501,DTA6N8502IV,2018-01-08,60
28502,DTA6N8502IV,2018-01-22,48
28503,DTA6N8502IV,2018-01-29,24
28504,DTA6N8502IV,2018-02-12,12
28505,DTA6N8502IV,2018-03-12,12
28506,DTA6N8502IV,2018-03-19,36
28507,DTA6N8502IV,2018-04-09,12
28508,DTA6N8502IV,2018-06-04,12
28509,DTA6N8502IV,2018-08-13,48
28510,DTA6N8502JET,2017-07-03,144
28511,DTA6N8502JET,2017-07-10,168
28512,DTA6N8502JET,2017-07-17,168
28513,DTA6N8502JET,2017-07-24,60
28514,DTA6N8502JET,2017-07-31,48
28515,DTA6N8502JET,2017-08-07,144
28516,DTA6N8502JET,2017-08-14,180
28517,DTA6N8502JET,2017-08-21,12
28518,DTA6N8502JET,2017-09-04,24
28519,DTA6N8502JET,2017-09-18,120
28520,DTA6N8502JET,2017-09-25,84
28521,DTA6N8502JET,2017-10-02,36
28522,DTA6N8502JET,2017-10-09,48
28523,DTA6N8502JET,2017-10-16,36
28524,DTA6N8502JET,2017-10-30,72
28525,DTA6N8502JET,2017-11-06,35
28526,DTA6N8502JET,2017-11-13,24
28527,DTA6N8502JET,2017-11-20,12
28528,DTA6N8502JET,2017-11-27,36
28529,DTA6N8502JET,2017-12-04,72
28530,DTA6N8502JET,2017-12-11,60
28531,DTA6N8502JET,2017-12-18,24
28532,DTA6N8502JET,2017-12-25,12
28533,DTA6N8502JET,2018-01-01,48
28534,DTA6N8502JET,2018-01-08,24
28535,DTA6N8502JET,2018-01-22,48
28536,DTA6N8502JET,2018-01-29,48
28537,DTA6N8502JET,2018-02-12,12
28538,DTA6N8502JET,2018-03-05,12
28539,DTA6N8502JET,2018-03-12,12
28540,DTA6N8502JET,2018-03-19,36
28541,DTA6N8502JET,2018-04-02,12
28542,DTA6N8502JET,2018-05-07,12
28543,DTA6N8502JET,2018-05-28,12
28544,DTA6N8502JET,2018-06-04,12
28545,DTA6N8502JET,2018-06-25,48
36196,DTAE1727GD-OPL,2016-09-26,54
36197,DTAE1727GD-OPL,2016-10-03,63
36198,DTAE1727GD-OPL,2016-10-10,2
36199,DTAE1727GD-OPL,2016-10-17,3
36200,DTAE1727GD-OPL,2016-10-24,4
36201,DTAE1727GD-OPL,2016-10-31,7
36202,DTAE1727GD-OPL,2016-11-07,6
36203,DTAE1727GD-OPL,2016-11-14,9
36204,DTAE1727GD-OPL,2016-11-21,11
36205,DTAE1727GD-OPL,2016-11-28,14
36206,DTAE1727GD-OPL,2016-12-12,4
36207,DTAE1727GD-OPL,2016-12-19,6
36208,DTAE1727GD-OPL,2017-01-09,13
36209,DTAE1727GD-OPL,2017-01-23,45
36210,DTAE1727GD-OPL,2017-01-30,6
36211,DTAE1727GD-OPL,2017-02-06,1
36212,DTAE1727GD-OPL,2017-02-13,5
36213,DTAE1727GD-OPL,2017-02-20,6
36214,DTAE1727GD-OPL,2017-02-27,12
36215,DTAE1727GD-OPL,2017-03-06,12
36216,DTAE1727GD-OPL,2017-03-13,9
36217,DTAE1727GD-OPL,2017-03-20,10
36218,DTAE1727GD-OPL,2017-03-27,2
36219,DTAE1727GD-OPL,2017-04-03,18
36220,DTAE1727GD-OPL,2017-04-10,19
36221,DTAE1727GD-OPL,2017-04-17,11
36222,DTAE1727GD-OPL,2017-04-24,7
36223,DTAE1727GD-OPL,2017-05-01,27
36224,DTAE1727GD-OPL,2017-05-08,13
36225,DTAE1727GD-OPL,2017-05-15,10
36226,DTAE1727GD-OPL,2017-05-29,22
36227,DTAE1727GD-OPL,2017-06-05,23
36228,DTAE1727GD-OPL,2017-06-12,17
36718,DTAE2118RSG-RSG,2016-01-11,12
36719,DTAE2118RSG-RSG,2016-02-01,12
36720,DTAE2118RSG-RSG,2016-02-08,12
36721,DTAE2118RSG-RSG,2016-03-07,24
36722,DTAE2118RSG-RSG,2016-04-11,96
36723,DTAE2118RSG-RSG,2016-05-02,12
36724,DTAE2118RSG-RSG,2016-05-09,12
36725,DTAE2118RSG-RSG,2016-06-20,12
36726,DTAE2118RSG-RSG,2016-06-27,7
36727,DTAE2118RSG-RSG,2016-07-04,11
36728,DTAE2118RSG-RSG,2016-07-11,12
36729,DTAE2118RSG-RSG,2016-07-18,17
36730,DTAE2118RSG-RSG,2016-07-25,13
36731,DTAE2118RSG-RSG,2016-08-01,27
36732,DTAE2118RSG-RSG,2016-08-08,14
36733,DTAE2118RSG-RSG,2016-08-15,8
36734,DTAE2118RSG-RSG,2016-08-22,13
36735,DTAE2118RSG-RSG,2016-08-29,7
36736,DTAE2118RSG-RSG,2016-09-05,39
36737,DTAE2118RSG-RSG,2016-09-12,14
36738,DTAE2118RSG-RSG,2016-09-19,17
36739,DTAE2118RSG-RSG,2016-09-26,18
36740,DTAE2118RSG-RSG,2016-10-03,102
36741,DTAE2118RSG-RSG,2016-10-10,16
36742,DTAE2118RSG-RSG,2016-10-17,9
36743,DTAE2118RSG-RSG,2016-10-24,22
36744,DTAE2118RSG-RSG,2016-10-31,119
36745,DTAE2118RSG-RSG,2016-11-07,15
36746,DTAE2118RSG-RSG,2016-11-14,16
36747,DTAE2118RSG-RSG,2016-11-21,6
36748,DTAE2118RSG-RSG,2016-11-28,28
36749,DTAE2118RSG-RSG,2016-12-12,2
36750,DTAE2118RSG-RSG,2016-12-19,16
36751,DTAE2118RSG-RSG,2017-01-09,22
36752,DTAE2118RSG-RSG,2017-01-23,42
36753,DTAE2118RSG-RSG,2017-01-30,6
36754,DTAE2118RSG-RSG,2017-02-06,1
36755,DTAE2118RSG-RSG,2017-02-13,7
36756,DTAE2118RSG-RSG,2017-02-20,10
36757,DTAE2118RSG-RSG,2017-02-27,21
36758,DTAE2118RSG-RSG,2017-03-06,17
36759,DTAE2118RSG-RSG,2017-03-13,39
36760,DTAE2118RSG-RSG,2017-03-20,25
36761,DTAE2118RSG-RSG,2017-03-27,3
36762,DTAE2118RSG-RSG,2017-04-03,4
36763,DTAE2118RSG-RSG,2017-04-10,15
36764,DTAE2118RSG-RSG,2017-04-17,5
36765,DTAE2118RSG-RSG,2017-04-24,12
36766,DTAE2118RSG-RSG,2017-05-01,2
36767,DTAE2118RSG-RSG,2017-05-08,6
36768,DTAE2118RSG-RSG,2017-05-15,8
36769,DTAE2118RSG-RSG,2017-05-29,10
38526,DTALN-610083RG,2017-08-21,8
38527,DTALN-610083RG,2017-08-28,28
38528,DTALN-610083RG,2017-09-18,25
38529,DTALN-610083RG,2017-09-25,50
38530,DTALN-610083RG,2017-10-09,68
38531,DTALN-610083RG,2017-10-16,42
38532,DTALN-610083RG,2017-10-23,22
38533,DTALN-610083RG,2017-10-30,13
38534,DTALN-610083RG,2017-11-06,17
38535,DTALN-610083RG,2017-11-13,51
38536,DTALN-610083RG,2017-12-04,1
38537,DTALN-610083RG,2017-12-18,6
38538,DTALN-610083RG,2017-12-25,6
38539,DTALN-610083RG,2018-01-01,11
38540,DTALN-610083RG,2018-01-15,24
38541,DTALN-610083RG,2018-01-22,30
38542,DTALN-610083RG,2018-01-29,16
38543,DTALN-610083RG,2018-02-05,1
38544,DTALN-610083RG,2018-02-12,22
38545,DTALN-610083RG,2018-02-19,13
38546,DTALN-610083RG,2018-02-26,13
38547,DTALN-610083RG,2018-03-05,6
38548,DTALN-610083RG,2018-03-12,12
38549,DTALN-610083RG,2018-03-19,19
38550,DTALN-610083RG,2018-03-26,25
38551,DTALN-610083RG,2018-04-02,14
38552,DTALN-610083RG,2018-04-09,22
38553,DTALN-610083RG,2018-04-16,13
38554,DTALN-610083RG,2018-04-23,22
38555,DTALN-610083RG,2018-04-30,22
38556,DTALN-610083RG,2018-05-07,16
38557,DTALN-610083RG,2018-05-14,35
38558,DTALN-610083RG,2018-05-21,33
38559,DTALN-610083RG,2018-05-28,26
38560,DTALN-610083RG,2018-06-04,12
38561,DTALN-610083RG,2018-06-11,51
38562,DTALN-610083RG,2018-06-25,106
38563,DTALN-610083RG,2018-07-02,39
38564,DTALN-610083RG,2018-07-09,13
38565,DTALN-610083RG,2018-07-16,23
38566,DTALN-610083RG,2018-07-23,30
38567,DTALN-610083RG,2018-07-30,42
38568,DTALN-610083RG,2018-08-13,35
38569,DTALN-610083RG,2018-08-20,21
38570,DTALN-610083RG,2018-08-27,40
38571,DTALN-610083RG,2018-09-03,15
38572,DTALN-610083RG,2018-09-10,73
38573,DTALN-610083RG,2018-09-17,25
39306,DTAN1107IV-BRN,2016-01-04,132
39307,DTAN1107IV-BRN,2016-01-11,96
39308,DTAN1107IV-BRN,2016-01-18,120
39309,DTAN1107IV-BRN,2016-01-25,120
39310,DTAN1107IV-BRN,2016-02-01,12
39311,DTAN1107IV-BRN,2016-02-08,36
39312,DTAN1107IV-BRN,2016-05-16,12
39313,DTAN1107IV-BRN,2016-06-27,1
39314,DTAN1107IV-BRN,2016-07-04,7
39315,DTAN1107IV-BRN,2016-07-11,2
39316,DTAN1107IV-BRN,2016-07-18,4
39317,DTAN1107IV-BRN,2016-07-25,28
39318,DTAN1107IV-BRN,2016-08-01,40
39319,DTAN1107IV-BRN,2016-08-15,18
39320,DTAN1107IV-BRN,2016-08-22,13
39321,DTAN1107IV-BRN,2016-08-29,14
39322,DTAN1107IV-BRN,2016-09-05,42
39323,DTAN1107IV-BRN,2016-09-12,17
39324,DTAN1107IV-BRN,2016-09-19,19
39325,DTAN1107IV-BRN,2016-09-26,47
39326,DTAN1107IV-BRN,2016-10-03,53
39327,DTAN1107IV-BRN,2016-10-10,21
39328,DTAN1107IV-BRN,2016-10-17,58
39329,DTAN1107IV-BRN,2016-10-24,27
39330,DTAN1107IV-BRN,2016-10-31,30
39331,DTAN1107IV-BRN,2016-11-07,29
39332,DTAN1107IV-BRN,2016-11-14,18
39333,DTAN1107IV-BRN,2016-11-21,24
39334,DTAN1107IV-BRN,2016-11-28,38
39335,DTAN1107IV-BRN,2016-12-05,109
39336,DTAN1107IV-BRN,2016-12-12,45
39337,DTAN1107IV-BRN,2016-12-19,41
39338,DTAN1107IV-BRN,2017-01-16,108
39339,DTAN1107IV-BRN,2017-01-23,43
39340,DTAN1107IV-BRN,2017-01-30,6
39341,DTAN1107IV-BRN,2017-02-06,6
39342,DTAN1107IV-BRN,2017-02-13,6
39343,DTAN1107IV-BRN,2017-02-20,5
39344,DTAN1107IV-BRN,2017-02-27,7
39345,DTAN1107IV-BRN,2017-03-06,8
39346,DTAN1107IV-BRN,2017-03-13,9
39347,DTAN1107IV-BRN,2017-03-20,19
39348,DTAN1107IV-BRN,2017-03-27,5
39349,DTAN1107IV-BRN,2017-04-03,3
39350,DTAN1107IV-BRN,2017-04-10,72
39351,DTAN1107IV-BRN,2017-04-17,8
39352,DTAN1107IV-BRN,2017-04-24,14
39353,DTAN1107IV-BRN,2017-05-01,4
39354,DTAN1107IV-BRN,2017-05-08,10
39355,DTAN1107IV-BRN,2017-05-15,12
39356,DTAN1107IV-BRN,2017-05-29,28
39357,DTAN1107IV-BRN,2017-06-05,6
39358,DTAN1107IV-BRN,2017-06-12,5
39359,DTAN1107IV-BRN,2017-07-03,49
39360,DTAN1107IV-BRN,2017-07-10,4
39361,DTAN1107IV-BRN,2017-07-17,12
39362,DTAN1107IV-BRN,2017-07-24,13
39363,DTAN1107IV-BRN,2017-07-31,11
39364,DTAN1107IV-BRN,2017-08-07,32
39365,DTAN1107IV-BRN,2017-08-21,22
39366,DTAN1107IV-BRN,2017-08-28,19
39367,DTAN1107IV-BRN,2017-09-18,14
39368,DTAN1107IV-BRN,2017-09-25,23
39369,DTAN1107IV-BRN,2017-10-09,25
39370,DTAN1107IV-BRN,2018-01-15,52
39371,DTAN1107IV-BRN,2018-01-22,87
39372,DTAN1107IV-BRN,2018-01-29,31
39373,DTAN1107IV-BRN,2018-02-05,1
39374,DTAN1107IV-BRN,2018-02-12,5
39375,DTAN1107IV-BRN,2018-02-19,9
39376,DTAN1107IV-BRN,2018-02-26,8
39377,DTAN1107IV-BRN,2018-03-05,7
39378,DTAN1107IV-BRN,2018-03-12,5
39379,DTAN1107IV-BRN,2018-03-19,9
40700,DTAN1190CHA,2016-01-04,36
40701,DTAN1190CHA,2016-01-25,24
40702,DTAN1190CHA,2016-02-22,48
40703,DTAN1190CHA,2016-03-21,24
40704,DTAN1190CHA,2016-03-28,144
40705,DTAN1190CHA,2016-04-25,48
40706,DTAN1190CHA,2016-05-02,48
40707,DTAN1190CHA,2016-05-09,36
40708,DTAN1190CHA,2016-05-16,24
40709,DTAN1190CHA,2016-05-30,48
40710,DTAN1190CHA,2016-06-06,72
40711,DTAN1190CHA,2016-06-20,144
40712,DTAN1190CHA,2016-07-04,60
40713,DTAN1190CHA,2016-07-18,12
40714,DTAN1190CHA,2016-07-25,108
40715,DTAN1190CHA,2016-08-08,84
40716,DTAN1190CHA,2016-08-22,84
40717,DTAN1190CHA,2016-09-12,12
40718,DTAN1190CHA,2016-09-26,108
40719,DTAN1190CHA,2016-10-10,24
40720,DTAN1190CHA,2016-10-24,24
40721,DTAN1190CHA,2016-10-31,72
40722,DTAN1190CHA,2016-11-07,24
40723,DTAN1190CHA,2016-11-14,12
40724,DTAN1190CHA,2016-11-21,36
40725,DTAN1190CHA,2016-11-28,24
40726,DTAN1190CHA,2016-12-05,24
40727,DTAN1190CHA,2016-12-19,24
40728,DTAN1190CHA,2016-12-26,12
40729,DTAN1190CHA,2017-01-02,36
40730,DTAN1190CHA,2017-01-09,48
40731,DTAN1190CHA,2017-01-23,24
40732,DTAN1190CHA,2017-02-06,12
40733,DTAN1190CHA,2017-02-13,36
40734,DTAN1190CHA,2017-02-20,12
40735,DTAN1190CHA,2017-03-06,12
40736,DTAN1190CHA,2017-03-13,12
40737,DTAN1190CHA,2017-03-27,36
40738,DTAN1190CHA,2017-04-10,12
40739,DTAN1190CHA,2017-04-24,12
40740,DTAN1190CHA,2017-05-08,12
40741,DTAN1190CHA,2017-06-19,24
40742,DTAN1190CHA,2017-07-03,12
40743,DTAN1190CHA,2017-07-17,12
40744,DTAN1190CHA,2017-07-24,48
40745,DTAN1190CHA,2017-09-11,24
40746,DTAN1190CHA,2017-10-02,48
40747,DTAN1190CHA,2017-10-30,36
40748,DTAN1190CHA,2018-02-05,24
40749,DTAN1190CHA,2018-05-14,36
40750,DTAN1190CHA,2018-06-11,12
40751,DTAN1190CHA,2018-08-20,60
40752,DTAN1190CHA,2018-09-03,120
40753,DTAN1190CHA,2018-09-17,12
40754,DTAN1190CHA,2018-10-01,12
40755,DTAN1190JET,2016-01-04,36
40756,DTAN1190JET,2016-01-25,24
40757,DTAN1190JET,2016-02-01,12
40758,DTAN1190JET,2016-03-28,71
40759,DTAN1190JET,2016-04-25,48
40760,DTAN1190JET,2016-05-02,24
40761,DTAN1190JET,2016-05-09,84
40762,DTAN1190JET,2016-05-16,48
40763,DTAN1190JET,2016-05-23,12
40764,DTAN1190JET,2016-06-20,24
40765,DTAN1190JET,2016-07-04,12
40766,DTAN1190JET,2016-07-18,12
40767,DTAN1190JET,2016-07-25,60
40768,DTAN1190JET,2016-08-08,72
40769,DTAN1190JET,2016-08-15,12
40770,DTAN1190JET,2016-08-22,12
40771,DTAN1190JET,2016-08-29,12
40772,DTAN1190JET,2016-09-05,12
40773,DTAN1190JET,2016-09-12,24
40774,DTAN1190JET,2016-09-19,24
40775,DTAN1190JET,2016-09-26,24
40776,DTAN1190JET,2016-10-03,96
40777,DTAN1190JET,2016-10-17,24
40778,DTAN1190JET,2016-10-24,36
40779,DTAN1190JET,2016-10-31,132
40780,DTAN1190JET,2016-11-14,24
40781,DTAN1190JET,2016-11-21,48
40782,DTAN1190JET,2016-11-28,24
40783,DTAN1190JET,2016-12-05,36
40784,DTAN1190JET,2016-12-19,48
40785,DTAN1190JET,2016-12-26,12
40786,DTAN1190JET,2017-01-02,24
40787,DTAN1190JET,2017-01-09,48
40788,DTAN1190JET,2017-01-23,24
40789,DTAN1190JET,2017-02-06,12
40790,DTAN1190JET,2017-03-06,12
40791,DTAN1190JET,2017-03-27,24
40792,DTAN1190JET,2017-05-08,12
40793,DTAN1190JET,2017-06-12,24
40794,DTAN1190JET,2017-06-19,48
40795,DTAN1190JET,2017-07-24,36
40796,DTAN1190JET,2017-08-07,24
40797,DTAN1190JET,2017-08-14,72
40798,DTAN1190JET,2017-09-11,12
40799,DTAN1190JET,2017-09-25,36
40800,DTAN1190JET,2017-10-09,24
40801,DTAN1190JET,2017-10-23,12
40802,DTAN1190JET,2017-10-30,24
40803,DTAN1190JET,2017-11-13,36
40804,DTAN1190JET,2018-01-15,12
40805,DTAN1190JET,2018-03-19,24
40806,DTAN1190JET,2018-05-14,36
40807,DTAN1190JET,2018-06-25,36
40808,DTAN1190JET,2018-07-23,72
40809,DTAN1190JET,2018-07-30,24
40810,DTAN1190JET,2018-08-06,48
40811,DTAN1190JET,2018-08-13,24
40812,DTAN1190JET,2018-08-20,60
40813,DTAN1190JET,2018-08-27,12
40814,DTAN1190JET,2018-09-17,24
40815,DTAN1190JET,2018-09-24,24
40816,DTAN1190PJA,2016-01-04,36
40817,DTAN1190PJA,2016-01-25,36
40818,DTAN1190PJA,2016-02-01,12
40819,DTAN1190PJA,2016-02-29,60
40820,DTAN1190PJA,2016-03-21,36
40821,DTAN1190PJA,2016-03-28,156
40822,DTAN1190PJA,2016-04-04,72
40823,DTAN1190PJA,2016-04-25,48
40824,DTAN1190PJA,2016-05-02,24
40825,DTAN1190PJA,2016-05-09,84
40826,DTAN1190PJA,2016-05-16,72
40827,DTAN1190PJA,2016-05-23,12
40828,DTAN1190PJA,2016-06-06,36
40829,DTAN1190PJA,2016-06-20,36
40830,DTAN1190PJA,2016-07-18,72
40831,DTAN1190PJA,2016-07-25,12
40832,DTAN1190PJA,2016-08-01,84
40833,DTAN1190PJA,2016-08-08,60
40834,DTAN1190PJA,2016-08-15,60
40835,DTAN1190PJA,2016-08-22,12
40836,DTAN1190PJA,2016-08-29,12
40837,DTAN1190PJA,2016-09-05,24
40838,DTAN1190PJA,2016-09-12,36
40839,DTAN1190PJA,2016-09-19,12
40840,DTAN1190PJA,2016-10-03,120
40841,DTAN1190PJA,2016-10-17,48
40842,DTAN1190PJA,2016-10-24,36
40843,DTAN1190PJA,2016-10-31,132
40844,DTAN1190PJA,2016-11-14,24
40845,DTAN1190PJA,2016-11-28,100
40846,DTAN1190PJA,2016-12-05,24
40847,DTAN1190PJA,2016-12-19,48
40848,DTAN1190PJA,2017-01-02,36
40849,DTAN1190PJA,2017-01-09,48
40850,DTAN1190PJA,2017-01-23,36
40851,DTAN1190PJA,2017-02-06,12
40852,DTAN1190PJA,2017-02-13,24
40853,DTAN1190PJA,2017-02-20,12
40854,DTAN1190PJA,2017-03-06,12
40855,DTAN1190PJA,2017-03-27,36
40856,DTAN1190PJA,2017-04-10,12
40857,DTAN1190PJA,2017-04-24,36
40858,DTAN1190PJA,2017-06-05,24
40859,DTAN1190PJA,2017-06-19,24
40860,DTAN1190PJA,2017-07-17,12
40861,DTAN1190PJA,2017-07-24,36
40862,DTAN1190PJA,2017-08-07,36
40863,DTAN1190PJA,2017-08-14,12
40864,DTAN1190PJA,2017-09-25,12
40865,DTAN1190PJA,2017-10-09,24
40866,DTAN1190PJA,2017-10-23,24
40867,DTAN1190PJA,2017-11-13,48
40868,DTAN1190PJA,2018-01-15,12
40869,DTAN1190PJA,2018-03-19,24
40870,DTAN1190PJA,2018-05-14,36
40871,DTAN1190PJA,2018-06-25,36
40872,DTAN1190PJA,2018-07-23,84
40873,DTAN1190PJA,2018-07-30,24
40874,DTAN1190PJA,2018-08-06,48
40875,DTAN1190PJA,2018-08-20,60
40876,DTAN1190PJA,2018-08-27,12
40877,DTAN1190PJA,2018-09-10,12
40878,DTAN1190PJA,2018-09-17,12
40879,DTAN1190PJA,2018-09-24,12
44334,DTAN200HEM,2017-04-03,108
44335,DTAN200HEM,2017-04-10,48
44336,DTAN200HEM,2017-04-24,12
44337,DTAN200HEM,2017-05-01,96
44338,DTAN200HEM,2017-05-08,48
44339,DTAN200HEM,2017-05-15,48
44340,DTAN200HEM,2017-06-12,72
44341,DTAN200HEM,2017-06-19,84
44342,DTAN200HEM,2017-07-24,12
44343,DTAN200HEM,2017-07-31,12
44344,DTAN200HEM,2017-08-07,24
44345,DTAN200HEM,2017-08-14,24
44346,DTAN200HEM,2017-09-18,12
44347,DTAN200HEM,2017-10-09,48
44348,DTAN200HEM,2017-10-23,12
44349,DTAN200HEM,2017-10-30,12
44350,DTAN200HEM,2017-11-06,48
44351,DTAN200HEM,2017-12-25,24
44352,DTAN200HEM,2018-01-01,24
44353,DTAN200HEM,2018-01-22,36
44354,DTAN200HEM,2018-02-12,36
44355,DTAN200HEM,2018-05-07,12
44356,DTAN200HEM,2018-06-04,12
44357,DTAN200HEM,2018-06-11,12
44358,DTAN200HEM,2018-06-18,36
44359,DTAN200HEM,2018-06-25,36
44360,DTAN200HEM,2018-07-16,12
44361,DTAN200HEM,2018-08-06,12
44362,DTAN200HEM,2018-08-13,12
44363,DTAN200HEM,2018-08-20,36
44364,DTAN200HEM,2018-09-03,12
44365,DTAN200HEM,2018-09-10,24
44366,DTAN200HEM,2018-09-17,72
45696,DTAN627GD-AMZ,2016-06-27,6
45697,DTAN627GD-AMZ,2016-07-04,8
45698,DTAN627GD-AMZ,2016-07-11,4
45699,DTAN627GD-AMZ,2016-07-18,6
45700,DTAN627GD-AMZ,2016-07-25,20
45701,DTAN627GD-AMZ,2016-08-01,18
45702,DTAN627GD-AMZ,2016-08-08,23
45703,DTAN627GD-AMZ,2016-08-15,17
45704,DTAN627GD-AMZ,2016-08-29,14
45705,DTAN627GD-AMZ,2016-09-05,29
45706,DTAN627GD-AMZ,2016-09-12,17
45707,DTAN627GD-AMZ,2016-09-19,9
45708,DTAN627GD-AMZ,2016-09-26,29
45709,DTAN627GD-AMZ,2016-10-03,116
45710,DTAN627GD-AMZ,2016-10-10,12
45711,DTAN627GD-AMZ,2016-10-17,13
45712,DTAN627GD-AMZ,2016-10-24,10
45713,DTAN627GD-AMZ,2016-10-31,20
45714,DTAN627GD-AMZ,2016-11-07,12
45715,DTAN627GD-AMZ,2016-11-14,22
45716,DTAN627GD-AMZ,2016-11-21,10
45717,DTAN627GD-AMZ,2016-11-28,21
45718,DTAN627GD-AMZ,2016-12-05,4
45719,DTAN627GD-AMZ,2016-12-12,30
45720,DTAN627GD-AMZ,2016-12-19,5
45721,DTAN627GD-AMZ,2017-01-09,2
45722,DTAN627GD-AMZ,2017-01-23,25
45723,DTAN627GD-AMZ,2017-01-30,3
45724,DTAN627GD-AMZ,2017-02-06,1
45725,DTAN627GD-AMZ,2017-02-13,1
45726,DTAN627GD-AMZ,2017-02-20,1
45727,DTAN627GD-AMZ,2017-02-27,5
45728,DTAN627GD-AMZ,2017-03-06,6
45729,DTAN627GD-AMZ,2017-03-13,19
45730,DTAN627GD-AMZ,2017-03-20,1
